food_name,calories_x,carbohydrates_x,fiber_x,fats_x,glycemic_index,category,description,brand,food_category,sugars_x,proteins_x,serving_weight,restaurant_name,serving_size,serving_unit,calories_y,carbohydrates_y,sugars_y,fats_y,saturated_fats,cholesterol,sodium,fiber_y,potassium,proteins_y,calories_per_100g,carbs_per_100g,fats_per_100g,gi_category
eggs,140.4,0.0,0.0,9.508,,Diabetic-Friendly Foods,EGGS,OAKDELL EGG,Eggs & Egg Substitutes,,12.0,,,,,,,,,,,,,,,,,,Unknown
eggs (2),,,,,,,,,,,,,Five Guys,1.0,Serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,,,,Unknown
espresso,,,,,,,,,,,,,Panera Bread,59.0,ml,2.66,0.49,0.0,0.05,0.03,0.0,4.14,0.0,34.04,0.04,,,,Unknown
"espresso, double",,,,,,,,,,,,,Bertucci's,1.0,Serving,2.5,0.46,0.0,0.05,0.03,0.0,7.22,0.0,31.91,0.03,,,,Unknown
"espresso, single",,,,,,,,,,,,,Bertucci's,1.0,Serving,2.5,0.46,0.0,0.05,0.03,0.0,7.22,0.0,31.91,0.03,,,,Unknown
fanta orange,,,,,,,,,,,,,Popeye's,22.0,oz,238.08,61.01,,0.0,0.0,0.0,59.52,0.0,9.92,0.0,,,,Unknown
fanta strawberry,,,,,,,,,,,,,Popeye's,22.0,oz,28.8,6.91,4.4,0.27,0.01,0.0,0.9,1.8,137.7,0.6,,,,Unknown
farmhouse salad,,,,,,,,,,,,,Bertucci's,1.0,Serving,389.27,7.06,3.25,20.89,3.55,115.71,1155.44,3.63,1156.25,41.92,,,,Unknown
farro,263.4,53.779999999999994,5.12,1.085,,Diabetic-Friendly Foods,FARRO,SIMPLY BALANCED,Other Grains & Seeds,,3.33,,,,,,,,,,,,,,,,,,Unknown
filet medallions,,,,,,,,,,,,,Tony Roma's,3.0,medallions,206.55,0.0,0.0,12.1,4.76,78.2,47.6,0.0,285.6,22.92,,,,Unknown
firecracker chicken,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,515.27,25.88,4.21,15.63,2.83,113.05,311.75,4.58,1573.04,65.84,,,,Unknown
firecracker tofu,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,515.27,25.88,4.21,15.63,2.83,113.05,311.75,4.58,1573.04,65.84,,,,Unknown
flan,,,,,,,,,,,,,Yoshinoya,1.0,serving,221.85,34.85,35.42,6.17,2.75,137.7,81.09,0.0,180.54,6.93,,,,Unknown
flatbread,,,,,,,,,,,,,Subway,1.0,Serving,233.89,47.37,1.11,1.02,0.14,0.0,455.87,1.87,102.06,7.74,,,,Unknown
flax seeds,487.6,29.580000000000002,27.439999999999998,40.54,,Diabetic-Friendly Foods,FLAX SEEDS,FAIRWAY,Other Grains & Seeds,,20.0,,,,,,,,,,,,,,,,,,Unknown
fortune cookie,,,,,,,,,,,,,Pick Up Stix,1.0,Serving,30.24,6.72,3.63,0.22,0.05,0.16,2.48,0.13,3.28,0.34,,,,Unknown
french fries,,,,,,,,,,,,,In-N-Out Burger,125.0,grams,365.04,48.48,0.35,17.23,2.73,0.0,245.7,4.45,677.43,4.01,,,,Unknown
fridays original long island tea,,,,,,,,,,,,,TGI Friday's,1.0,Serving,255.81,12.66,11.44,0.23,0.01,0.0,9.53,0.15,28.39,0.09,,,,Unknown
fries,,,,,,,,,,,,,Johnny Rockets,1.0,serving,365.04,48.48,0.35,17.23,2.73,0.0,245.7,4.45,677.43,4.01,,,,Unknown
fries bell grande,,,,,,,,,,,,,Taco Bell UK,1.0,Order,31.92,7.64,5.0,0.23,0.03,0.0,2.28,1.37,189.24,1.05,,,,Unknown
"fries, large five guys style",,,,,,,,,,,,,Five Guys,1.0,Serving,90.09,0.45,0.23,5.99,1.97,234.36,89.46,0.0,86.94,7.91,,,,Unknown
"fries, little five guys style",,,,,,,,,,,,,Five Guys,1.0,Serving,15.98,0.11,0.0,1.23,0.26,10.88,43.56,0.0,15.57,1.05,,,,Unknown
"fries, regular five guys style",,,,,,,,,,,,,Five Guys,1.0,Serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,,,,Unknown
fruit cocktail,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,Low
fudge brownie,,,,,,,,,,,,,Pick Up Stix,1.0,Serving,233.0,25.1,,14.55,3.66,36.5,171.5,,88.0,3.1,,,,Unknown
garden cobb,,,,,,,,,,,,,Sweetgreen,1.0,Serving,9.13,1.05,0.12,0.25,0.02,0.0,1.59,0.64,117.09,1.25,,,,Unknown
garlic chicken,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,468.31,9.63,0.75,18.01,5.14,173.87,338.29,0.84,664.44,59.04,,,,Unknown
garlic shrimp,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,224.27,1.31,0.05,10.42,3.7,262.53,266.15,0.16,360.72,32.01,,,,Unknown
giardiniera,,,,,,,,,,,,,Subway,1.0,Serving,80.0,,,,,,,,,,,,,Unknown
ginger,458.25,22.349999999999998,5.366666666666667,1.2475,,Diabetic-Friendly Foods,GINGER,SUGAR 'N SPICE,Herbs & Spices,,0.0,,,,,,,,,,,,,,,,,,Unknown
goat cheese,,,,,,,,,,,,,Sweetgreen,1.0,Serving,74.84,0.0,0.0,5.98,4.13,13.04,130.13,0.0,7.37,5.25,,,,Unknown
grapefruit,66.8,10.268,1.4,0.02,25.0,Diabetic-Friendly Foods,GRAPEFRUIT,WEGMANS ORGANIC,Pre-Packaged Fruit & Vegetables,,0.77,,,,,,,,,,,,,,,,,,Low
grapes,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,Low
greek yogurt,167.4,21.824,0.8,5.8100000000000005,,Diabetic-Friendly Foods,GREEK YOGURT,OCEAN SPRAY,"Popcorn, Peanuts, Seeds & Related Snacks",,3.33,,,,,,,,,,,,,,,,,,Unknown
green beans,27.0,5.8839999999999995,2.1399999999999997,0.0,,Diabetic-Friendly Foods,GREEN BEANS,FREEDOM'S CHOICE,Canned Vegetables,,0.83,,,,,,,,,,,,,,,,,,Unknown
green peppers,,,,,,,,,,,,,Five Guys,1.0,Serving,31.92,7.64,3.64,0.23,0.03,0.0,2.28,1.37,189.24,1.05,,,,Unknown
grilled cheese,,,,,,,,,,,,,Culver's,1.0,Order,365.76,28.41,5.44,22.88,13.24,63.26,886.01,1.35,185.27,11.74,,,,Unknown
"grilled lobster, shrimp & salmon",,,,,,,,,,,,,Red Lobster,1.0,serving,377.28,41.41,15.27,12.21,1.7,232.89,1481.45,7.98,1102.57,31.65,,,,Unknown
grilled mushrooms,,,,,,,,,,,,,Five Guys,1.0,Serving,10.66,2.71,0.08,0.04,0.01,0.0,0.47,0.41,55.22,0.34,,,,Unknown
grits,,,,,,,,,,,,,IHOP,1.0,Serving,151.45,32.29,0.21,0.91,0.14,0.0,4.66,1.63,51.26,2.87,,,,Unknown
"gs, house salad",,,,,,,,,,,,,Yard House,1.0,Serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
"gs, house steak sauce",,,,,,,,,,,,,Yard House,2.0,fl oz,32.3,7.49,3.34,0.08,0.0,0.0,559.98,0.51,106.08,0.43,,,,Unknown
"gs, starter house salad",,,,,,,,,,,,,Yard House,1.0,Serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
guacamole side,,,,,,,,,,,,,Rubio's,1.0,Serving,45.26,2.55,0.16,4.09,0.56,0.0,127.42,1.84,139.74,0.55,,,,Unknown
guavarita,,,,,,,,,,,,,Yard House,1.0,Serving,270.0,,,,,,,,,,,,,Unknown
hamburger,,,,,,,,,,,,,McDonald's,1.0,Serving,540.14,40.27,,26.56,10.52,122.04,791.0,,569.52,34.28,,,,Unknown
hamburger patty,,,,,,,,,,,,,Five Guys,1.0,Serving,197.2,0.0,0.0,11.92,4.53,71.4,67.15,0.0,296.65,20.93,,,,Unknown
hamburger with onion,,,,,,,,,,,,,In-N-Out Burger,208.0,grams,293.46,24.01,3.2,14.49,6.01,45.56,682.06,2.01,326.96,16.83,,,,Unknown
hard-boiled eggs,145.2,0.22799999999999998,0.0,9.534,,Diabetic-Friendly Foods,HARD-BOILED EGGS,ARCHER FARMS,Eggs & Egg Substitutes,,12.5,,,,,,,,,,,,,,,,,,Unknown
hash rounds,,,,,,,,,,,,,Popeye's,1.0,Serving,261.9,45.39,3.2,5.09,1.25,,418.5,1.98,112.5,8.66,,,,Unknown
hashbrowns,,,,,,,,,,,,,Whataburger,1.0,Serving,144.16,15.31,0.3,9.03,1.35,0.0,299.98,1.43,188.15,1.37,,,,Unknown
hashrounds,,,,,,,,,,,,,Church's Chicken,1.0,Serving,210.0,,,,,,,,,,,,,Unknown
hawaiian punch,,,,,,,,,,,,,Popeye's,22.0,oz,313.82,37.94,5.21,11.57,5.18,26.21,799.78,2.84,239.53,14.57,,,,Unknown
hawaiian wings,,,,,,,,,,,,,Wingstop,1.0,each,313.82,37.94,5.21,11.57,5.18,26.21,799.78,2.84,239.53,14.57,,,,Unknown
"hearty fireside chili, bread bowl",,,,,,,,,,,,,Panera Bread,1.0,Serving,549.81,104.87,9.34,4.89,1.07,0.0,1216.86,4.45,236.5,21.73,,,,Unknown
herbed quinoa,,,,,,,,,,,,,Sweetgreen,1.0,Serving,111.0,19.7,0.8,1.78,0.21,0.0,6.48,2.59,159.1,4.07,,,,Unknown
honey,,,,,,,,,,,,,McDonald's,1.0,Serving,63.84,17.3,17.25,0.0,0.0,0.0,0.84,0.04,10.92,0.06,,,,Unknown
hot cocoa,,,,,,,,,,,,,In-N-Out Burger,8.0,oz,150.92,31.67,24.78,1.51,0.9,0.0,200.31,1.37,271.66,2.52,,,,Unknown
hot cocoa with marshmallows,,,,,,,,,,,,,In-N-Out Burger,8.0,oz,22.9,5.85,4.14,0.01,0.0,0.0,5.76,0.01,0.36,0.13,,,,Unknown
hot dog,,,,,,,,,,,,,Five Guys,1.0,Serving,154.56,1.28,0.61,14.09,5.56,27.84,408.96,0.0,120.96,5.61,,,,Unknown
hot sauce,,,,,,,,,,,,,Five Guys,1.0,Serving,3.15,0.59,0.38,0.09,0.01,0.0,3.75,0.11,84.6,0.14,,,,Unknown
hot stuff,,,,,,,,,,,,,Sweetgreen,1.0,Serving,1.78,0.53,,0.0,0.0,0.0,0.0,0.0,37.38,0.0,,,,Unknown
hotcakes,,,,,,,,,,,,,McDonald's,1.0,Serving,90.8,11.32,,3.88,0.85,23.6,175.6,,52.8,2.56,,,,Unknown
"house cheesesteak, beef",,,,,,,,,,,,,Yard House,1.0,Serving,648.23,51.96,1.57,34.15,12.87,74.81,706.55,3.74,465.12,33.12,,,,Unknown
"house cheesesteak, chicken",,,,,,,,,,,,,Yard House,1.0,Serving,257.43,33.2,2.06,9.36,3.69,18.1,531.52,1.56,154.81,9.74,,,,Unknown
"house light lager, half yard",,,,,,,,,,,,,Yard House,1.0,Serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
house margarita,,,,,,,,,,,,,Yard House,1.0,Serving,225.55,22.35,19.41,0.03,0.0,0.0,423.55,0.17,52.23,0.18,,,,Unknown
house salad,,,,,,,,,,,,,Yard House,1.0,Serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
house tofu,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
house-brewed iced tea,,,,,,,,,,,,,Yard House,1.0,Serving,2.37,0.71,0.0,0.0,0.0,0.0,7.11,0.0,87.69,0.0,,,,Unknown
hummus,235.4,17.16,4.9799999999999995,17.119999999999997,6.0,Diabetic-Friendly Foods,HUMMUS,HAFLA,Dips & Salsa,,7.14,,Panera Bread,1.0,Portion,99.6,8.57,,5.76,0.86,0.0,227.4,3.6,136.8,4.74,,,,Low
"ice cream, full-fat, french vanilla",,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,Low
"ice cream, low-fat, vanilla, “light”",,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,Low
impossible whopper,,,,,,,,,,,,,Burger King,1.0,serving,194.18,22.67,19.4,11.16,6.04,8.74,32.68,1.25,140.6,2.9,,,,Unknown
"individual meals, outback ribs, half rack",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,576.2,62.39,7.68,26.4,9.18,30.1,961.05,4.73,326.8,22.27,,,,Unknown
insalata,,,,,,,,,,,,,Bertucci's,1.0,Serving,389.72,46.68,4.56,11.63,5.02,32.56,1026.88,1.78,341.87,23.44,,,,Unknown
instant noodles,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,Low
instant oatmeal,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,Low
italian dressing,,,,,,,,,,,,,Olive Garden Grocery,2.0,tbsp,35.28,1.78,1.58,3.1,0.43,0.0,145.97,0.0,12.35,0.06,,,,Unknown
"italian dressing, light",,,,,,,,,,,,,Olive Garden Grocery,2.0,tbsp,15.3,1.5,1.37,1.0,0.12,0.0,133.65,0.0,13.5,0.06,,,,Unknown
jalapeno,,,,,,,,,,,,,Popeye's,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,,,,Unknown
jalapeno peppers,,,,,,,,,,,,,Five Guys,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,,,,Unknown
jalapenos,,,,,,,,,,,,,Whataburger,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,,,,Unknown
jalapno jimmy chips,,,,,,,,,,,,,Jimmy John's,1.0,Serving,147.14,16.56,10.02,9.53,8.21,0.0,1.7,2.18,151.96,0.65,,,,Unknown
"japanese pan noodles, regular",,,,,,,,,,,,,Noodles & Company,1.0,Serving,112.86,24.44,,0.11,0.02,0.0,68.4,,39.9,5.77,,,,Unknown
"japanese pan noodles, small",,,,,,,,,,,,,Noodles & Company,1.0,Serving,112.86,24.44,,0.11,0.02,0.0,68.4,,39.9,5.77,,,,Unknown
jimmy chips,,,,,,,,,,,,,Jimmy John's,1.0,package,129.56,19.35,1.35,4.31,0.38,0.0,242.11,1.08,36.57,3.34,,,,Unknown
"jimmy chips, jalapeno",,,,,,,,,,,,,Jimmy John's,1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
"jimmy chips, salt & vinegar potato chips",,,,,,,,,,,,,Jimmy John's Grocery,1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
"jimmy chips, the original",,,,,,,,,,,,,Jimmy John's Grocery,1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
jimmy cubano on sliced wheat,,,,,,,,,,,,,Jimmy John's,1.0,Serving,80.64,13.67,1.39,1.12,0.23,0.0,145.6,1.92,81.28,3.98,,,,Unknown
"jimmy cubano, flour wrap",,,,,,,,,,,,,Jimmy John's,1.0,Serving,234.0,40.03,,5.11,1.26,0.0,344.16,2.38,94.32,6.26,,,,Unknown
"jimmy cubano, garlic herb wrap",,,,,,,,,,,,,Jimmy John's,1.0,Serving,276.81,41.21,1.36,10.32,6.37,26.17,412.85,0.96,103.47,4.22,,,,Unknown
"jimmy cubano, unwich",,,,,,,,,,,,,Jimmy John's,1.0,Serving,715.3,36.5,9.49,44.52,16.13,153.6,1293.22,3.47,520.15,41.11,,,,Unknown
jimmy pickle chips dill flavored potato chips,,,,,,,,,,,,,Jimmy John's Sandwiches,1.0,package,150.54,14.6,,9.61,2.52,1.98,155.64,1.47,377.34,2.3,,,,Unknown
johnny's breakfast sandwich,,,,,,,,,,,,,Johnny Rockets,1.0,serving,433.47,27.0,0.19,27.43,12.18,237.73,838.25,1.54,262.77,18.57,,,,Unknown
johnny's breakfast sandwich with bacon,,,,,,,,,,,,,Johnny Rockets,1.0,serving,682.15,72.28,1.17,29.24,12.78,231.12,1703.47,2.68,863.7,31.83,,,,Unknown
johnny's breakfast sandwich with biscuit,,,,,,,,,,,,,Johnny Rockets,1.0,serving,433.47,27.0,0.19,27.43,12.18,237.73,838.25,1.54,262.77,18.57,,,,Unknown
"johnny's breakfast sandwich with biscuit, bacon",,,,,,,,,,,,,Johnny Rockets,1.0,serving,682.15,72.28,1.17,29.24,12.78,231.12,1703.47,2.68,863.7,31.83,,,,Unknown
"johnny's breakfast sandwich with biscuit, sausage",,,,,,,,,,,,,Johnny Rockets,1.0,serving,82.25,0.55,0.0,6.33,1.34,56.0,223.65,0.0,80.15,5.4,,,,Unknown
johnny's breakfast sandwich with english muffin,,,,,,,,,,,,,Johnny Rockets,1.0,serving,133.98,26.66,5.34,1.39,0.22,0.0,240.24,4.42,138.6,5.81,,,,Unknown
johnny's breakfast sandwich with sausage,,,,,,,,,,,,,Johnny Rockets,1.0,serving,82.25,0.55,0.0,6.33,1.34,56.0,223.65,0.0,80.15,5.4,,,,Unknown
johnny's breakfast sandwich with sourdough,,,,,,,,,,,,,Johnny Rockets,1.0,serving,433.47,27.0,0.19,27.43,12.18,237.73,838.25,1.54,262.77,18.57,,,,Unknown
"johnny's breakfast sandwich with sourdough, bacon",,,,,,,,,,,,,Johnny Rockets,1.0,serving,682.15,72.28,1.17,29.24,12.78,231.12,1703.47,2.68,863.7,31.83,,,,Unknown
"johnny's breakfast sandwich with sourdough, sausage",,,,,,,,,,,,,Johnny Rockets,1.0,serving,82.25,0.55,0.0,6.33,1.34,56.0,223.65,0.0,80.15,5.4,,,,Unknown
jr. cheeseburger,,,,,,,,,,,,,Wendy's,1.0,serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,,,,Unknown
jr. hamburger,,,,,,,,,,,,,Wendy's,1.0,serving,355.95,35.3,5.05,16.6,3.05,9.3,719.36,5.25,434.23,16.24,,,,Unknown
jr. whataburger patty melt (single patty),,,,,,,,,,,,,Whataburger,1.0,Serving,197.2,0.0,0.0,11.92,4.53,71.4,67.15,0.0,296.65,20.93,,,,Unknown
junior's original cheesecake,,,,,,,,,,,,,Yoshinoya,1.0,serving,404.05,32.37,19.71,28.2,13.57,115.01,344.8,1.14,168.05,6.61,,,,Unknown
justaburger,,,,,,,,,,,,,Whataburger,1.0,Serving,300.0,,,,,,,,,,,,,Unknown
kale,69.6,7.366,2.94,1.238,,Diabetic-Friendly Foods,KALE,CUT 'N CLEAN,Pre-Packaged Fruit & Vegetables,,3.54,,,,,,,,,,,,,,,,,,Unknown
kalua pork nachos bellgrande (regional),,,,,,,,,,,,,Taco Bell,1.0,Order,150.44,9.54,0.43,7.95,2.3,40.87,386.4,0.62,138.84,9.63,,,,Unknown
ketchup,,,,,,,,,,,,,KFC,27.0,Grams,17.17,4.66,3.62,0.02,0.0,0.0,154.19,0.05,47.77,0.18,,,,Unknown
kfc chicken sandwich - chipotle ranch,,,,,,,,,,,,,KFC,244.0,grams,556.63,25.78,4.58,28.94,10.33,126.68,996.24,1.01,455.05,45.41,,,,Unknown
kfc chicken sandwich - honey bbq,,,,,,,,,,,,,KFC,246.0,grams,367.99,50.59,27.76,7.22,1.6,73.36,1057.76,1.33,514.41,25.04,,,,Unknown
kfc chicken sandwich - honey garlic,,,,,,,,,,,,,KFC,247.0,grams,467.5,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,,,,Unknown
kfc chicken sandwich - korean bbq,,,,,,,,,,,,,KFC,252.0,grams,367.99,50.59,27.76,7.22,1.6,73.36,1057.76,1.33,514.41,25.04,,,,Unknown
kfc chicken sandwich - mango habanero,,,,,,,,,,,,,KFC,246.0,grams,467.5,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,,,,Unknown
kfc cornbread muffin,,,,,,,,,,,,,KFC,1.0,Piece,344.65,57.63,20.09,9.49,1.53,29.38,527.71,3.84,77.97,6.67,,,,Unknown
kfc creamy parmesan caesar dressing,,,,,,,,,,,,,KFC,57.0,Grams,115.92,1.9,1.25,11.94,1.74,2.89,265.02,0.1,18.28,0.22,,,,Unknown
kfc famous bowl,,,,,,,,,,,,,KFC,1.0,Bowl,701.86,74.2,5.39,23.91,11.24,133.53,1390.26,8.17,1149.78,46.53,,,,Unknown
kfc gizzards,,,,,,,,,,,,,KFC,1.0,Order,69.75,0.0,0.0,2.09,0.48,203.4,57.15,0.0,86.85,11.9,,,,Unknown
kfc livers,,,,,,,,,,,,,KFC,1.0,Order,73.48,0.38,0.0,2.86,0.91,247.72,33.44,0.0,115.72,10.76,,,,Unknown
kfc sauce - dipping sauce cup,,,,,,,,,,,,,KFC,25.0,grams,251.92,43.61,28.93,0.82,0.17,0.0,6355.67,2.03,671.17,8.49,,,,Unknown
kfc saucy nuggets - chipotle ranch (1),,,,,,,,,,,,,KFC,21.0,grams,78.96,0.99,0.47,8.23,1.29,4.61,115.37,0.22,18.85,0.21,,,,Unknown
kfc saucy nuggets - honey bbq (1),,,,,,,,,,,,,KFC,23.0,grams,193.28,9.66,0.05,12.68,2.09,28.16,362.24,,161.28,10.11,,,,Unknown
kfc saucy nuggets - honey garlic (1),,,,,,,,,,,,,KFC,21.0,grams,89.99,7.84,4.74,4.68,1.25,16.79,154.31,0.18,63.44,4.37,,,,Unknown
kfc saucy nuggets - korean bbq (1),,,,,,,,,,,,,KFC,23.0,grams,331.37,16.1,12.1,20.31,6.87,74.22,785.26,0.59,342.05,20.24,,,,Unknown
kfc saucy nuggets - mango habanero (1),,,,,,,,,,,,,KFC,22.0,grams,104.44,0.19,0.14,8.48,5.34,24.92,168.0,0.0,22.68,6.85,,,,Unknown
kickin' shrimp,,,,,,,,,,,,,Tony Roma's,1.0,serving,37.58,2.72,0.11,2.28,0.41,10.61,137.25,0.18,13.18,1.55,,,,Unknown
kid's house salad,,,,,,,,,,,,,Yard House,1.0,Serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
kidney beans,86.4,15.079999999999998,5.88,0.076,29.0,Diabetic-Friendly Foods,KIDNEY BEANS,JACK'S QUALITY,Canned & Bottled Beans,,7.69,,,,,,,,,,,,,,,,,,Low
"kidney beans, canned",,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,Low
kids apples,,,,,,,,,,,,,Noodles & Company,1.0,Serving,94.64,25.13,18.91,0.31,0.05,0.0,1.82,4.37,194.74,0.47,,,,Unknown
kids buttered noodles,,,,,,,,,,,,,Noodles & Company,1.0,Serving,297.64,38.27,0.7,12.66,7.51,30.5,92.47,2.23,57.97,7.31,,,,Unknown
kids grilled chicken,,,,,,,,,,,,,Noodles & Company,1.0,Serving,284.16,0.0,0.0,6.51,1.94,203.52,412.8,0.0,806.4,56.64,,,,Unknown
kids original beef,,,,,,,,,,,,,Yoshinoya,1.0,serving,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
kids petite maine lobster tail,,,,,,,,,,,,,Red Lobster,1.0,serving,378.25,0.0,0.0,24.25,9.55,137.42,76.5,0.0,466.08,37.49,,,,Unknown
kids smashburger with fries,,,,,,,,,,,,,Smashburger,1.0,Serving,221.52,29.42,0.21,10.46,1.66,0.0,149.1,2.7,411.09,2.44,,,,Unknown
kids spaghetti & meatballs,,,,,,,,,,,,,Noodles & Company,1.0,Serving,801.12,99.18,11.87,29.73,9.39,77.48,1334.68,9.66,872.46,33.24,,,,Unknown
kids spaghetti (plain),,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,258.66,61.89,24.24,2.49,0.59,0.0,172.44,13.41,1120.86,6.32,,,,Unknown
kids spaghetti with brown butter,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,276.19,34.08,12.31,14.17,3.44,16.38,148.79,0.8,197.75,5.53,,,,Unknown
kids tenders,,,,,,,,,,,,,Smashburger,1.0,Serving,111.74,7.14,0.09,6.15,1.09,17.02,296.0,0.33,119.88,6.99,,,,Unknown
kiwi,167.5,32.2,2.175,0.34,,Diabetic-Friendly Foods,KIWI,MIGHTIES,Pre-Packaged Fruit & Vegetables,,1.35,,,,,,,,,,,,,,,,,,Unknown
large sprite,,,,,,,,,,,,,Burger King,1.0,serving,480.48,63.82,0.46,22.68,3.6,0.0,323.4,5.85,891.66,5.28,,,,Unknown
lemonade,,,,,,,,,,,,,Chili's,1.0,Serving,98.8,25.74,24.65,0.1,0.01,0.0,9.88,0.0,37.05,0.17,,,,Unknown
lentil,,,,,,,,,,,,,Bertucci's,1.0,Serving,229.68,39.86,3.56,0.75,0.1,0.0,3.96,15.64,730.62,17.86,,,,Unknown
lentils,233.0,50.18,15.4,0.702,,Diabetic-Friendly Foods,LENTILS,STATER BROS.,Vegetable and Lentil Mixes,,22.9,,,,,,,,,,,,,,,,,,Unknown
"lentils, canned",,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,Low
lettuce,,,,,,,,,,,,,Five Guys,1.0,Serving,15.98,3.09,1.12,0.28,0.04,0.0,7.52,1.97,232.18,1.16,,,,Unknown
"lima beans, baby, frozen",,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,Low
"little johns freebies, jimmy peppers, ez",,,,,,,,,,,,,Jimmy John's,1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,,,,Unknown
"little johns freebies, jimmy peppers, reg",,,,,,,,,,,,,Jimmy John's,1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,,,,Unknown
"little johns freebies, jimmy peppers, xtra",,,,,,,,,,,,,Jimmy John's,1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,,,,Unknown
"little johns freebies, lettuce, xtra",,,,,,,,,,,,,Jimmy John's,1.0,Serving,7.98,1.69,1.12,0.08,0.01,0.0,5.7,0.68,80.37,0.51,,,,Unknown
"little johns freebies, onion, xtra",,,,,,,,,,,,,Jimmy John's,1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,,,,Unknown
"little johns freebies, tomato, xtra",,,,,,,,,,,,,Jimmy John's,1.0,Serving,1129.78,66.63,13.26,46.91,24.08,176.26,3790.74,2.84,1131.45,54.33,,,,Unknown
"live maine lobster, classic",,,,,,,,,,,,,Red Lobster,1.0,serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"live maine lobster, stuffed",,,,,,,,,,,,,Red Lobster,1.0,serving,121.55,2.65,,1.65,0.26,76.5,192.95,0.0,176.8,22.45,,,,Unknown
loaded nachos,,,,,,,,,,,,,Rubio's,1.0,Serving,315.12,26.76,1.25,20.04,7.3,34.23,766.57,2.07,348.12,8.61,,,,Unknown
lobster dip,,,,,,,,,,,,,Red Lobster,1.0,serving,121.55,2.65,,1.65,0.26,76.5,192.95,0.0,176.8,22.45,,,,Unknown
lobster dip platter,,,,,,,,,,,,,Red Lobster,1.0,platter,1061.74,99.12,8.89,54.54,16.8,131.7,2005.14,9.73,1564.34,43.51,,,,Unknown
lobster flatbread,,,,,,,,,,,,,Red Lobster,1.0,serving,339.6,6.43,1.15,19.74,3.1,117.16,432.51,0.91,350.76,32.19,,,,Unknown
lobster linguini,,,,,,,,,,,,,Red Lobster,1.0,serving,231.6,8.02,4.53,14.37,8.33,73.83,315.88,0.33,306.31,14.07,,,,Unknown
lobster lover's duo,,,,,,,,,,,,,Red Lobster,1.0,serving,231.6,8.02,4.53,14.37,8.33,73.83,315.88,0.33,306.31,14.07,,,,Unknown
